"source","text","fr"
"mad_codes.csv","Diabetes mellitus","Le diabète sucré"
"mad_codes.csv","Other disorders of glucose regulation and pancreatic internal secretion","D'autres troubles de la régulation du glucose et de la sécrétion pancréatique interne"
"mad_codes.csv","Disorders of other endocrine glands","Maladies des autres glandes endocrines"
"mad_codes.csv","Malnutrition","Malnutrition"
"mad_codes.csv","Other nutritional deficiencies","D'autres carences nutritionnelles"
"mad_codes.csv","Obesity and other hyperalimentation","Obésité et autres excès"
"mad_codes.csv","Metabolic disorders","Troubles métaboliques"
"mad_codes.csv","Organic,including symptomatic, mental disorders","Organiques, y compris les troubles mentaux symptomatiques"
"mad_codes.csv","Mental and behavioural disorders due to psychoactive substance use","Les troubles mentaux et du comportement liés à l'utilisation de substances psychoactives"
"mad_codes.csv","Schizophrenia, schizotypal and delusional disorders","Schizophrénie, schizotypique et troubles délirants"
"mad_codes.csv","Mood [affective] disorders","L'humeur [affectifs]"
"mad_codes.csv","Neurotic,stress-related and somatoform disorders","Névrotiques, troubles liés au stress et somatoformes"
"mad_codes.csv","Behavioural syndromes associated with physiological disturbances and physical factors","Syndromes comportementaux associés à des perturbations physiologiques et facteurs physiques"
"mad_codes.csv","Disorders of adult personality and behaviour","Les troubles de la personnalité et le comportement des adultes"
"mad_codes.csv","Mental retardation","Retard mental"
"mad_codes.csv","Disorders of psychological development","Troubles du développement psychologique"
"mad_codes.csv","Behavioural and emotional disorders with onset usually occurring in childhood and adolescence","Troubles comportementaux et émotionnels apparaissant habituellement dans l'enfance et de l'adolescence"
"mad_codes.csv","Unspecified mental disorder","Trouble mental non spécifié"
"mad_codes.csv","Inflammatory diseases of the central nervous system","Les maladies inflammatoires du système nerveux central"
"mad_codes.csv","Systemic atrophies primarily affecting the central nervous system","atrophies systémiques affectant principalement le système nerveux central"
"mad_codes.csv","Extrapyramidal and movement disorders","Extrapyramidaux et troubles"
"mad_codes.csv","Other degenerative diseases of the nervous system","D'autres maladies dégénératives du système nerveux"
"mad_codes.csv","Demyelinating diseases of the central nervous system","Des maladies démyélinisantes du système nerveux central"
"mad_codes.csv","Episodic and paroxysmal disorders","troubles épisodiques et paroxystiques"
"mad_codes.csv","Nerve,nerve root and plexus disorders","Nerveuses, la racine nerveuse et plexus nerveux"
"mad_codes.csv","Polyneuropathies and other disorders of the peripheral nervous system","Polyneuropathies et d'autres troubles du système nerveux périphérique"
"mad_codes.csv","Diseases of myoneural junction and muscle","Maladies de la jonction neuromusculaire et du muscle"
"mad_codes.csv","Cerebral palsy and other paralytic syndromes","La paralysie cérébrale et d'autres syndromes paralytiques"
"mad_codes.csv","Other disorders of the nervous system","D'autres troubles du système nerveux"
"mad_codes.csv","Disorders of eyelid,lacrimal system and orbit","Affections de la paupière, système lacrymal et de l'orbite"
"mad_codes.csv","Disorders of conjunctiva","Affections de la conjonctive"
"mad_codes.csv","Disorders of sclera,cornea,iris and ciliary body","Affections de la sclérotique, de la cornée, l'iris et du corps ciliaire"
"mad_codes.csv","Disorders of lens","Les troubles de la lentille"
"mad_codes.csv","Disorders of choroid and retina","Affections de la choroïde et de la rétine"
"mad_codes.csv","Glaucoma","Glaucome"
"mad_codes.csv","Disorders of vitreous body and globe","Affections du corps vitré et du globe"
"mad_codes.csv","Disorders of optic nerve and visual pathways","Affections du nerf et des voies optiques"
"mad_codes.csv","Disorders of ocular muscles,binocular movement,accommodation and refraction","Troubles des muscles oculaires, des mouvements binoculaires, l'hébergement et la réfraction"
"mad_codes.csv","Visual disturbances and blindness","Les troubles visuels et la cécité"
"mad_codes.csv","Other disorders of eye and adnexa","Autres affections de l'oeil et de ses annexes"
"mad_codes.csv","Diseases of external ear","Les maladies de l'oreille externe"
"mad_codes.csv","Diseases of middle ear and mastoid","Maladies de l'oreille moyenne et mastoïde"
"mad_codes.csv","Diseases of inner ear","Maladies de l'oreille interne"
"mad_codes.csv","Other disorders of ear","Autres affections de l'oreille"
"mad_codes.csv","Acute rheumatic fever","Le rhumatisme articulaire aigu"
"mad_codes.csv","Chronic rheumatic heart diseases","Maladies cardiaques rhumatismales chroniques"
"mad_codes.csv","Hypertensive diseases","Maladies hypertensives"
"mad_codes.csv","Ischaemic heart diseases","Cardiopathies ischémiques"
"mad_codes.csv","Pulmonary heart disease and diseases of pulmonary circulation","La maladie et les maladies de la circulation pulmonaire cardiaque pulmonaire"
"mad_codes.csv","Other forms of heart disease","D'autres formes de maladies du cœur"
"mad_codes.csv","Cerebrovascular diseases","Maladies cérébrovasculaires"
"mad_codes.csv","Diseases of arteries,arterioles and capillaries","Maladies des artères, artérioles et capillaires"
"mad_codes.csv","Diseases of veins, lymphatic vessels and lymph nodes,not elsewhere classified","Maladies des veines, des vaisseaux lymphatiques et des ganglions lymphatiques, non classés ailleurs"
"mad_codes.csv","Other and unspecified disorders of the circulatory system","Autres et sans précision des troubles de l'appareil circulatoire"
"mad_codes.csv","Acute upper respiratory infections","Infections des voies respiratoires supérieures aiguës"
"mad_codes.csv","Influenza and pneumonia","La grippe et la pneumonie"
"mad_codes.csv","Other acute lower respiratory infections","Autres infections respiratoires aiguës basses"
"mad_codes.csv","Other diseases of upper respiratory tract","Autres maladies des voies respiratoires supérieures"
"mad_codes.csv","Chronic lower respiratory diseases","Maladies des voies respiratoires inférieures chroniques"
"mad_codes.csv","Lung diseases due to external agents","Les maladies pulmonaires dues à des agents externes"
"mad_codes.csv","Other respiratory diseases principally affecting the interstitium","Autres maladies respiratoires affectant principalement l'interstitium"
"mad_codes.csv","Suppurative and necrotic conditions of lower respiratory tract","Conditions suppurées et nécrotiques des voies respiratoires inférieures"
"mad_codes.csv","Other diseases of pleura","Autres maladies de la plèvre"
"mad_codes.csv","Other diseases of the respiratory system","D'autres maladies des voies respiratoires"
"mad_codes.csv","Diseases of oral cavity,salivary glands and jaws","Les maladies de la cavité buccale, des glandes salivaires et les mâchoires"
"mad_codes.csv","Diseases of oesophagus,stomach and duodenum","Maladies de l'oesophage, de l'estomac et du duodénum"
"mad_codes.csv","Diseases of appendix","Maladies de l'appendice"
"mad_codes.csv","Hernia","Hernie"
"mad_codes.csv","Noninfective enteritis and colitis","Entérites non infectieuses et de la colite"
"mad_codes.csv","Other diseases of intestines","D'autres maladies de l'intestin"
"mad_codes.csv","Diseases of peritoneum","Les maladies du péritoine"
"mad_codes.csv","Diseases of liver","Maladies du foie"
"mad_codes.csv","Disorders of gallbladder, biliary tract and pancreas","Les troubles de la vésicule biliaire, des voies biliaires et du pancréas"
"mad_codes.csv","Other diseases of the digestive system","D'autres maladies de l'appareil digestif"
"mad_codes.csv","Infections of the skin and subcutaneous tissue","Les infections de la peau et du tissu sous-cutané"
"mad_codes.csv","Bullous disorders","Troubles bulleuses"
"mad_codes.csv","Dermatitis and eczema","Dermatite et eczéma"
"mad_codes.csv","Papulosquamous disorders","Troubles papulosquameuses"
"mad_codes.csv","Urticaria and erythema","L'urticaire et érythème"
"mad_codes.csv","Radiation-related disorders of the skin and subcutaneous tissue","Troubles liés aux rayonnements de la peau et du tissu sous-cutané"
"mad_codes.csv","Disorders of skin appendages","Troubles de phanères"
"mad_codes.csv","Other disorders of the skin and subcutaneous tissue","Autres affections de la peau et du tissu sous-cutané"
"mad_codes.csv","Infectious arthropathies","arthropathies infectieuses"
"mad_codes.csv","Inflammatory polyarthropathies","polyarthropathies inflammatoires"
"mad_codes.csv","Arthrosis","arthrose"
"mad_codes.csv","Other joint disorders","Autres troubles de l'articulation"
"mad_codes.csv","Systemic connective tissue disorders","Troubles du tissu conjonctif systémiques"
"mad_codes.csv","Deforming dorsopathies","Déformation dorsopathies"
"mad_codes.csv","Spondylopathies","Spondylopathies"
"mad_codes.csv","Other dorsopathies","Autres dorsopathies"
"mad_codes.csv","Disorders of muscles","Troubles de muscles"
"mad_codes.csv","Disorders of synovium and tendon","Troubles de la synoviale et du tendon"
"mad_codes.csv","Other soft tissue disorders","Autres affections des tissus mous"
"mad_codes.csv","Disorders of bone density and structure","Les troubles de la densité osseuse et la structure"
"mad_codes.csv","Other osteopathies","Autres ostéopathies"
"mad_codes.csv","Chondropathies","Chondropathies"
"mad_codes.csv","Other disorders of the musculoskeletal system and connective tissue","Autres troubles du système musculo-squelettique et du tissu conjonctif"
"mad_codes.csv","Glomerular diseases","Maladies glomérulaires"
"mad_codes.csv","Renal tubulo-interstitial diseases","Des maladies rénales tubulo-interstitielles"
"mad_codes.csv","Renal failure","Insuffisance rénale"
"mad_codes.csv","Urolithiasis","Urolithiase"
"mad_codes.csv","Other disorders of kidney and ureter","Autres affections du rein et de l'uretère"
"mad_codes.csv","Other diseases of urinary system","Autres maladies du système urinaire"
"mad_codes.csv","Diseases of male genital organs","Maladies des organes génitaux masculins"
"mad_codes.csv","Disorders of breast","Troubles du sein"
"mad_codes.csv","Inflammatory diseases of female pelvic organs","Les maladies inflammatoires des organes pelviens de la femme"
"mad_codes.csv","Noninflammatory disorders of female genital tract","Affections non inflammatoires de l'appareil génital féminin"
"mad_codes.csv","Other disorders of the genitourinary system","Autres troubles du système génito-urinaire"
"mad_codes.csv","Pregnancy with abortive outcome","Grossesse avec le résultat abortive"
"mad_codes.csv","Oedema, proteinuria and hypertensive disorders in pregnancy,childbirth and the puerperium","Œdème, protéinurie et hypertendus troubles de la grossesse, l'accouchement et la puerpéralité"
"mad_codes.csv","Other maternal disorders predominantly related to pregnancy","Autres affections maternelles liées principalement à la grossesse"
"mad_codes.csv","Maternal care related to the fetus and amniotic cavity and possible delivery problems","Soins maternels liés au foetus et à la cavité amniotique et problèmes de livraison"
"mad_codes.csv","Complications of labour and delivery","Complications du travail et l'accouchement"
"mad_codes.csv","Delivery","Livraison"
"mad_codes.csv","Complications predominantly related to the puerperium","Complications principalement liées à la puerpéralité"
"mad_codes.csv","Other obstetric conditions,not elsewhere classified","Autres conditions obstétricales, non classés ailleurs"
"mad_codes.csv","Fetus and newborn affected by maternal factors and by complications of pregnancy,labour and delivery","Foetus et nouveau-né affectés par des facteurs maternels et par des complications de la grossesse et de l'accouchement"
"mad_codes.csv","Disorders related to length of gestation and fetal growth","Les troubles liés à la durée de la gestation et la croissance du fœtus"
"mad_codes.csv","Birth trauma","Naissance trauma"
"mad_codes.csv","Respiratory and cardiovascular disorders specific to the perinatal period","Les troubles respiratoires et cardio-vasculaires spécifiques à la période périnatale"
"mad_codes.csv","Infections specific to the perinatal period","Infections spécifiques de la période périnatale"
"mad_codes.csv","Haemorrhagic and haematological disorders of fetus and newborn","Hémorragiques et hématologiques troubles du foetus et du nouveau-né"
"mad_codes.csv","Transitory endocrine and metabolic disorders specific to fetus and newborn","Endocrinien transitoire et les troubles métaboliques spécifiques au foetus et du nouveau-né"
"mad_codes.csv","Digestive system disorders of fetus and newborn","Troubles du système digestif du foetus et du nouveau-né"
"mad_codes.csv","Conditions involving the integument and temperature regulation of fetus and newborn","Conditions portant sur la réglementation de tégument et de la température du foetus et du nouveau-né"
"mad_codes.csv","Other disorders originating in the perinatal period","D'autres troubles survenant pendant la période périnatale"
"mad_codes.csv","Congenital malformations of the nervous system","Les malformations congénitales du système nerveux"
"mad_codes.csv","Congenital malformations of eye,ear,face and neck","Les malformations congénitales de l'œil, l'oreille, le visage et le cou"
"mad_codes.csv","Congenital malformations of the circulatory system","Les malformations congénitales de l'appareil circulatoire"
"mad_codes.csv","Congenital malformations of the respiratory system","Les malformations congénitales de l'appareil respiratoire"
"mad_codes.csv","Cleft lip and cleft palate","Fente labiale et la fente palatine"
"mad_codes.csv","Other congenital malformations of the digestive system","Autres malformations congénitales de l'appareil digestif"
"mad_codes.csv","Congenital malformations of genital organs","Les malformations congénitales des organes génitaux"
"mad_codes.csv","Congenital malformations of the urinary system","Les malformations congénitales de l'appareil urinaire"
"mad_codes.csv","Congenital malformations and deformations of the musculoskeletal system","malformations et déformations du système musculo-squelettique congénitale"
"mad_codes.csv","Other congenital malformations","Autres malformations congénitales"
"mad_codes.csv","Chromosomal abnormalities,not elsewhere classified","Les anomalies chromosomiques, non classés ailleurs"
"mad_codes.csv","Symptoms and signs involving the circulatory and respiratory systems","Les symptômes et signes relatifs aux systèmes circulatoire et respiratoire"
"mad_codes.csv","Symptoms and signs involving the digestive system and abdomen","Les symptômes et signes relatifs à l'appareil digestif et de l'abdomen"
"mad_codes.csv","Symptoms and signs involving the skin and subcutaneous tissue","Les symptômes et signes relatifs à la peau et du tissu sous-cutané"
"mad_codes.csv","Symptoms and signs involving the nervous and musculoskeletal systems","Les symptômes et signes relatifs aux systèmes nerveux et musculo-squelettiques"
"mad_codes.csv","Symptoms and signs involving the urinary system","Les symptômes et signes relatifs à l'appareil urinaire"
"mad_codes.csv","Symptoms and signs involving cognition, perception, emotional state and behaviour","Les symptômes et les signes relatifs à la connaissance, la perception, l'état émotionnel et le comportement"
"mad_codes.csv","Symptoms and signs involving speech and voice","Les symptômes et signes relatifs à la parole et de la voix"
"mad_codes.csv","General symptoms and signs","Symptômes et signes généraux"
"mad_codes.csv","Abnormal findings on examination of blood,without diagnosis","Résultats anormaux d'examen du sang, sans diagnostic"
"mad_codes.csv","Abnormal findings on examination of urine,without diagnosis","Résultats anormaux de l'examen d'urine, sans diagnostic"
"mad_codes.csv","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis","Résultats anormaux d'examen d'autres fluides corporels, substances et tissus, sans diagnostic"
"mad_codes.csv","Abnormal findings on diagnostic imaging and in function studies, without diagnosis","Résultats anormaux d'imagerie diagnostique et dans les études fonctionnelles, sans diagnostic"
"mad_codes.csv","Ill-defined and unknown causes of mortality","Mal définies et des causes inconnues de mortalité"
"mad_codes.csv","Injuries to the head","Les blessures à la tête"
"mad_codes.csv","Injuries to the neck","Blessures au cou"
"mad_codes.csv","Injuries to the thorax","Les blessures au thorax"
"mad_codes.csv","Injuries to the abdomen, lower back, lumbar spine and pelvis","Les blessures à l'abdomen, le bas du dos, la colonne vertébrale lombaire et du bassin"
"mad_codes.csv","Injuries to the shoulder and upper arm","Les blessures à l'épaule et du bras"
"mad_codes.csv","Injuries to the elbow and forearm","Les blessures au coude et avant-bras"
"mad_codes.csv","Injuries to the wrist and hand","Les blessures au poignet et la main"
"mad_codes.csv","Injuries to the hip and thigh","Les blessures à la hanche et de la cuisse"
"mad_codes.csv","Injuries to the knee and lower leg","Les blessures au genou et de la jambe"
"mad_codes.csv","Injuries to the ankle and foot","Les blessures à la cheville et du pied"
"mad_codes.csv","Injuries involving multiple body regions","Les blessures impliquant plusieurs parties du corps"
"mad_codes.csv","Injuries to unspecified part of trunk, limb or body region","Les blessures à une partie quelconque de tronc, membre ou région du corps"
"mad_codes.csv","Effects of foreign body entering through natural orifice","Effets du corps étranger pénétrant par un orifice naturel"
"mad_codes.csv","Burns and corrosions of external body surface,specified by site","Brûlures et corrosions de la surface externe du corps, spécifiées par site"
"mad_codes.csv","Burns and corrosions confined to eye and internal organs","Brûlures et corrosions confinés dans les yeux et les organes internes"
"mad_codes.csv","Burns and corrosions of multiple and unspecified body regions","Brûlures et corrosions de multiples et régions du corps non précisées"
"mad_codes.csv","Frostbite","Gelure"
"mad_codes.csv","Poisoning by drugs,medicaments and biological substances","Intoxication par des médicaments et des substances biologiques"
"mad_codes.csv","Toxic effects of substances chiefly nonmedicinal as to source","Les effets toxiques des substances d'origine essentiellement non médicinale"
"mad_codes.csv","Other and unspecified effects of external causes","Autres et sans précision des effets de causes externes"
"mad_codes.csv","Certain early complications of trauma","Certaines complications précoces des traumatismes"
"mad_codes.csv","Complications of surgical and medical care, not elsewhere classified","Complications de soins chirurgicaux et médicaux, non classés ailleurs"
"mad_codes.csv","Sequelae of injuries,of poisoning and of other consequences of external causes","Séquelles de lésions traumatiques, d'empoisonnement et d'autres conséquences de causes externes"
"mad_codes.csv","Pedestrian injured in transport accident","Piéton blessé dans un accident de transport"
"mad_codes.csv","Pedal cyclist injured in transport accident","Cycliste blessé dans un accident de transport"
"mad_codes.csv","Motorcycle rider injured in transport accident","Motocycliste blessé dans un accident de transport"
"mad_codes.csv","Occupant of three-wheeled motor vehicle injured in transport accident","Occupant d'un véhicule à moteur à trois roues blessé dans un accident de transport"
"mad_codes.csv","Car occupant injured in transport accident","Occupant d'une automobile blessé dans un accident de transport"
"mad_codes.csv","Occupant of pick-up truck or van injured in transport accident","Occupant d'une camionnette pick-up blessé dans un accident de transport"
"mad_codes.csv","Occupant of heavy transport vehicle injured in transport accident","Occupant d'un véhicule lourd blessé dans un accident de transport"
"mad_codes.csv","Bus occupant injured in transport accident","Occupant d'un autobus blessé dans un accident de transport"
"mad_codes.csv","Other land transport accidents","Autres accidents de transport terrestre"
"mad_codes.csv","Water transport accidents","Accidents de transport de l'eau"
"mad_codes.csv","Air and space transport accidents","Accidents de transport aérien et de l'espace"
"mad_codes.csv","Other and unspecified transport accidents","Autres et sans précision accidents de transport"
"mad_codes.csv","Falls","Chutes"
"mad_codes.csv","Exposure to inanimate mechanical forces","L'exposition à des forces mécaniques inanimées"
"mad_codes.csv","Exposure to animate mechanical forces","L'exposition à des forces animées"
"mad_codes.csv","Accidental drowning and submersion","Noyade et submersion accidentelles"
"mad_codes.csv","Other accidental threats to breathing","Autres menaces accidentelles à la respiration"
"mad_codes.csv","Exposure to electric current,radiation and extreme ambient air temperature and pressure","L'exposition au courant électrique, le rayonnement et la température de l'air extrême ambiante et pression"
"mad_codes.csv","Exposure to smoke,fire and flames","L'exposition à la fumée, le feu et les flammes"
"mad_codes.csv","Contact with heat and hot substances","Contact avec des substances à la chaleur et à chaud"
"mad_codes.csv","Contact with venomous animals and plants","Le contact avec des animaux venimeux et des plantes"
"mad_codes.csv","Exposure to forces of nature","L'exposition aux forces de la nature"
"mad_codes.csv","Accidental poisoning by and exposure to noxious substances","Intoxication accidentelle par l'exposition à des substances nocives"
"mad_codes.csv","Overexertion,travel and privation","Surmenage, Voyage et privations"
"mad_codes.csv","Accidental exposure to other and unspecified factors","Une exposition accidentelle à d'autres facteurs et non précisés"
"mad_codes.csv","Intentional self-harm","Lésion auto-infligée"
"mad_codes.csv","Assault","Agression"
"mad_codes.csv","Event of undetermined intent","Événement d'intention indéterminée"
"mad_codes.csv","Legal intervention and operations of war","intervention juridique et des opérations de guerre"
"mad_codes.csv","Drugs,medicaments and biological substances causing adverse effects in therapeutic use","Médicaments et substances biologiques ayant provoqué des effets indésirables en usage thérapeutique"
"mad_codes.csv","Misadventures to patients during surgical and medical care","Mésaventures aux patients pendant les soins chirurgicaux et médicaux"
"mad_codes.csv","Medical devices associated with adverse incidents in diagnostic and therapeutic use","Dispositifs médicaux associés à des accidents à usage diagnostique et thérapeutique"
"mad_codes.csv","Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure","Procédures médicales chirurgicales et d'autres comme la cause de réactions anormales du patient ou de complications ultérieures, sans mention d'accident au moment de la procédure"
"mad_codes.csv","Sequelae of external causes of morbidity and mortality","Séquelles de causes externes de morbidité et de mortalité"
"mad_codes.csv","Supplementary factors related to causes of morbidity and mortality classified elsewhere","Facteurs supplémentaires se rapportant aux causes de morbidité et de mortalité classées ailleurs"
"mad_codes.csv","Persons encountering health services for examination and investigation","Les personnes aux services de santé pour examen et enquête"
"mad_codes.csv","Persons with potential health hazards related to communicable diseases","Les personnes présentant des risques potentiels pour la santé liés aux maladies transmissibles"
"mad_codes.csv","Persons encountering health services in circumstances related to reproduction","Les personnes aux services de santé dans des circonstances liées à la reproduction"
"mad_codes.csv","Persons encountering health services for specific procedures and health care","Les personnes aux services de santé pour les procédures spécifiques et des soins de santé"
"mad_codes.csv","Persons with potential health hazards related to socioeconomic and psychosocial circumstances","Les personnes présentant des risques potentiels pour la santé liés aux conditions socio-économiques et psychosociaux"
"mad_codes.csv","Persons encountering health services in other circumstances","Les personnes aux services de santé dans d'autres circonstances"
"mad_codes.csv","Persons with potential health hazards related to family and personal history and certain conditions influencing health status","Les personnes présentant des risques potentiels pour la santé liés à la famille et de l'histoire personnelle et certaines conditions influant sur l'état de santé"
"mad_codes.csv","Provisional assignment of new diseases of uncertain etiology","Affectation provisoire de nouvelles maladies d'étiologie incertaine"
"mad_codes.csv","Bacterial agents resistant to antibiotics","Des agents bactériens résistants aux antibiotiques"
"mad_codes.csv","Other (Not categorised)","Autre (Non classé)"
"mad_codes.csv","International Classification of Disease (ICD-10)","Classification internationale des maladies (CIM-10)"
"mad_codes.csv","Suspected","Suspect"
"mad_codes.csv","Suspected case
A disease characterized by acute painless watery diarrhea with or without vomiting or dehydration.

Probable case
Anyone of 5 years or more with severe dehydration or death from acute diarrhea (3 or more abnormally loose or watery stools in the last 24 hours). Any person 2 years or older with acute diarrhea (3 or more abnormally loose or watery stools in the last 24 hours) with or without dehydration in an area where there is a cholera epidemic.

Confirmed case
A clinically compatible illness and fills the laboratory test.","Cas suspect
Une maladie qui se caractérise par une diarrhée aqueuse indolore aiguë avec ou sans vomissements ou déshydratation. 

Cas probable 
Toute personne de 5 ans ou plus souffrant de déshydratation grave ou de décès causés par la diarrhée aiguë (3 ou plus anormalement selles molles ou liquides dans les dernières 24 heures). Toute personne de 2 ans ou plus souffrant de diarrhée aiguë (3 ou plus anormalement, selles molles ou liquides dans les dernières 24 heures), avec ou sans déshydratation dans une zone où il y a une épidémie de choléra.

Cas confirmé 
Une maladie cliniquement compatible  et remplit le critère de laboratoire."
"mad_codes.csv","Suspected case
A disease characterized by the insidious onset of persistent fever, headache, malaise, cough, bradycardia, splenomegaly or pink stain on the trunk with or without gastrointestinal symptoms.
  
Probable case
A clinically compatible case BE
• Following Salmonella Typhi title Widal O antibody test of 200 or more, or
• Epidemiological link to a Confirmed case

Confirmed case
A clinical compatible case with Laboratory confirmation.","Cas suspect
Une maladie caractérisée par l'apparition insidieuse de fièvre persistante, des maux de tête, malaise, toux, une bradycardie, une splénomégalie ou tâche rose sur  le tronc avec ou sans symptômes gastro-intestinaux.
  
Cas probable  
Un cas clinique compatible soit  
•A la suite de test de Widal de titre de Salmonella Typhi O anticorps de 200 ou plus, ou  
•Lien épidémiologique avec un cas confirmé

Cas confirmé
Un cas clinique compatible avec la confirmation en laboratoire."
"mad_codes.csv","Suspected case
A disease characterized by the insidious onset of persistent fever, headache, malaise, cough, bradycardia, splenomegaly or pink stain on the trunk with or without gastrointestinal symptoms.
  
Probable case
A clinically compatible case BE
• Following Salmonella Typhi title Widal O antibody test of 200 or more, or
• Epidemiological link to a Confirmed case

Confirmed case
A clinical compatible case with Laboratory confirmation.","Cas suspect
Toute personne souffrant de diarrhée (apparue depuis moins de 15 jours) avec présence de sang visible dans les selles, associée ou non à des glaires ou des douleurs abdominales, avec ou sans signes de déshydratation. 

Cas probable 
Un cas clinique compatible sans confirmation en laboratoire, mais un lien épidémiologique avec un cas confirmé.

Cas confirmé 
Un cas clinique compatible avec la confirmation en laboratoire."
"mad_codes.csv","Suspected case
Anyone suffering from diarrhea (appeared for less than 15 days) with visible blood in the stool, with or without mucus or abdominal pain, with or without signs of dehydration.

Probable case
A clinically compatible case without Laboratory confirmation, but epidemiologically linked to a Confirmed case.

Confirmed case
A clinical compatible case with Laboratory confirmation.","Cas suspect 
Survenue de symptômes cliniques variés au décours d’un repas, touchant au moins 02  personnes ayant partagé le même repas.

Epidémie probable 
Une maladie cliniquement et épidémiologiquement compatible sans confirmation en laboratoire.

Cas confirmé 
Une maladie cliniquement et épidémiologiquement compatible avec SOIT 
•Critères de laboratoire de l'agent causal; OU 
•lien épidémiologique à un autre foyer confirmé"
"mad_codes.csv","Suspected case
Anyone coughing for at least 3 weeks.

Confirmed case
Direct examination of sputum or GeneXpert cases confirmed by radiography, culture for extrapulmonary.","Cas suspect 
Toute personne toussant depuis au moins 3 semaines.

Cas confirmé 
Examen direct de cachat ou par GeneXpert Cas confirmé par la radiographie, la culture pour les extrapulmonaires."
"mad_codes.csv","Suspected case
Anyone with a high fever of sudden onset, with chills, headache, malaise importantly, prostration and very painful swelling of lymph nodes, or cough with blood-stained sputum, chest pain, and difficulty breathing.

Probable case
A clinically compatible illness with the results of TDR positive.

Confirmed case
A clinically compatible illness with laboratory results to confirm.","Cas suspect
Toute personne présentant une forte fièvre d’apparition brutale, accompagnée de frissons, céphalées, malaise important, prostration et gonflement très douloureux des ganglions lymphatiques, ou toux avec crachats teintés de sang, douleurs thoraciques, et difficulté à respirer.

Cas probable
Une maladie cliniquement compatible avec les résultats de TDR positif.

Cas confirmé
Une maladie cliniquement compatible avec les résultats de laboratoire pour confirmation."
"mad_codes.csv","Suspected case
People with the cardinal signs of leprosy (depigmented patches with or without sensory disturbances, or nodules or enlarged nerve trunks) and have not yet taken the treatment with multidrug therapy (MDT).

Confirmed case
A person with at least two of the cardinal signs.
Leprosy Pucibacillaire (PB) if the number of spots is less than 5
Leprosy Multibacillary (MB) if the number of spots is greater than 5 or nodules.de laboratory and confirmed.","Cas suspect
Personne présentantune ou plusieurs taches claires que la peau normale, non prurigineuses, non squameuses, ou des nodules (souvent sur la figure, les oreilles….)

Nouveau cas probable 
Personnes présentant les signes cardinaux de la lèpre (taches hypochromiques avec ou sans troubles de sensibilité, ou nodules ou hypertrophie des troncs nerveux) et n’ayant pas encore pris le traitement par la polychimiothérapie (PCT).

Cas confirmé 
Une personne avec au moins deux des signes cardinaux.
Lèpre Pucibacillaire (PB) si le nombre de taches est inférieur à 5 
Lèpre Multibacillaire (MB) si le nombre de taches est supérieur à 5 ou nodules.de laboratoire et confirmée."
"mad_codes.csv","Suspected case
Every newborn normally able to suck or cry over the first two days after birth and between 3 to 28 days loses this ability and / or suffers from convulsions.

Probable case
A person with at least one of the following: the inability to open the mouth or prolonged spasm of the facial muscles; OR painful muscle contractions.
Tetanus requires an injury or a wound, but patients may be unable to recall a specific event.","Cas suspect 
Tout nouveau-né normalement capable de téter ou crier au cours des deux premiers jours suivant la naissance et qui, entre 3 à 28 jours, perd cette capacité et/ou est atteint de convulsions. 

Cas probable 
Une personne ayant au moins un des signes suivants: l'impossibilité d'ouvrir la bouche ou le spasme prolongée des muscles faciaux; OU contractions musculaires douloureuses. 
Tétanos exige une blessure ou une plaie, mais les patients peuvent être incapables de se rappeler un événement spécifique."
"mad_codes.csv","Suspected case
Acute flaccid paralysis (AFP) is a syndrome characterized by paralysis (weakness, decrease or loss of movement) which is flange (loss of muscle tone, soft or flaccid member, not spasmadique) and acute (sudden onset). Paralysis of one or more members suddenly occurring in children of senior age 15 or case diagnosed as such by the clinician.

Probable case
Any child <15 years of age with acute flaccid paralysis, including Guillain-Barré syndrome or any paralytic illness in a person of any age or a person of any age in whom the clinician suspects polio.","Cas suspect
La paralysie flasque aiguë (PFA) est un syndrome caracterisé par une paralysie (faiblesse, diminution ou perte de mouvement) qui est flasque (perte du tonus musculaire, membre mou ou flaccide, non spasmadique) et aiguë (debut soudain). Paralysie d’un ou de plusieurs membres survenant subitement chez un enfant de agee de moins de 15 ans ou tout cas diagnostiqué comme tel par le clinicien.

Cas probable 
Tout enfant <15 ans atteints de paralysie flasque aiguë, y compris le syndrome de Guillain-Barré ou de toute maladie paralytique chez une personne de tout âge ou une personne de tout âge chez qui le médecin soupçonne une poliomyélite."
